wl,value
817,0.12978
818,0.12983
819,0.12987
820,0.12989
821,0.12991
822,0.12995
823,0.13
824,0.13005
825,0.13008
826,0.13011
827,0.13013
828,0.13015
829,0.13016
830,0.13019
