wl,value
817,0.39603
818,0.39636
819,0.39661
820,0.39703
821,0.39742
822,0.39777
823,0.39809
824,0.39838
825,0.39869
826,0.39899
827,0.39928
828,0.39969
829,0.39998
830,0.40023
