wl,value
816,0.47296
817,0.473
818,0.47305
819,0.47303
820,0.47297
821,0.47298
822,0.47298
823,0.47292
824,0.47276
825,0.47268
826,0.47269
827,0.47271
828,0.47264
829,0.47251
830,0.47241
