wl,value
817,0.58354
818,0.58355
819,0.58359
820,0.58367
821,0.58374
822,0.58378
823,0.58382
824,0.58391
825,0.58398
826,0.58393
827,0.58381
828,0.58392
829,0.58394
830,0.58393
